category,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Activity,Body,Body,Heart,Heart,Heart,Heart,Heart + Lungs,Heart + Lungs,Metabolism,Metabolism,Metabolism,Recovery,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Length,Sleep Quality,Sleep Vitals,Sleep Vitals
name,Active Time,Activity Distance,Avg Stress Level,High Intensity Activity,Low Intensity Activity,MET Min High Intensity,MET Min Medium Intensity,Max Stress Level,Medium Intensity Activity,Steps,Time Resting,Total Activity,Fitness Age,Weight,Avg Heart Rate,Max Heart Rate,Min Heart Rate,Resting Heart Rate,Blood Oxygenation,VO₂ Max,Active Calories Burned,Resting Calories Burned,Total Calories Burned,Body Battery,Deep Sleep,Deep Sleep Percent,Light Sleep,Light Sleep Percent,REM Sleep,REM Sleep Percent,Sleep End Time,Sleep Start Time,Time Awake,Time in Bed,Total Sleep,Time Awake Percent,Sleep Blood Oxygenation,Sleep Respiratory Rate
units,Minutes,Miles,%,Minutes,Minutes,Minutes,Minutes,%,Minutes,Steps,Minutes,Minutes,Years,Pounds,Beats / min,Beats / min,Beats / min,Beats / min,%,mL/kg/min,Calories,Calories,Calories,%,Hours,%,Hours,%,Hours,%,24-hour time,24-hour time,Hours,Hours,Hours,%,%,Breaths / min
date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-17,76.26666666666667,1.5055823987910602,37,139.0,294.0,5.0,6.0,99,247.0,2958,640.0,680.0,,,67,139,48,50,91.54152823920266,,308,2077,2385.0,51.65625,0.03333333333333333,0.24096385542168677,8.283333333333333,59.87951807228916,5.516666666666667,39.87951807228916,13.016666666666667,-0.8166666666666664,0.36666666666666664,13.833333333333334,13.833333333333334,2.6506024096385543,91.61872909698997,14.626855421686734
2026-01-18,43.0,0.8332587687902648,27,42.0,343.0,2.0,0.0,99,131.0,1637,748.0,516.0,,,62,122,45,48,93.16167664670658,,83,2077,2160.0,57.067720090293456,0.0,0.0,5.416666666666667,54.438860971524285,4.533333333333333,45.56113902847571,9.416666666666666,-0.533333333333335,0.3333333333333333,9.95,9.95,3.350083752093802,93.1951219512195,14.281937086092723
2026-01-19,124.01666666666667,2.3450548795036985,39,228.0,263.0,2.0,0.0,99,217.0,4594,584.0,708.0,,,67,132,46,47,91.53333333333333,,293,2077,2370.0,49.375,0.3333333333333333,4.0650406504065035,4.983333333333333,60.77235772357723,2.8833333333333333,35.16260162601626,9.6,1.4,0.016666666666666666,8.2,8.2,0.20325203252032523,91.56,15.216440329218118
2026-01-20,116.71666666666667,6.653642726477372,28,93.0,256.0,42.0,4.0,97,175.0,9631,741.0,524.0,20,,64,193,41,43,93.07643312101911,57.0,674,2077,2751.0,50.56666666666667,0.0,0.0,8.266666666666667,75.84097859327217,2.6333333333333333,24.159021406727827,9.433333333333334,-1.466666666666665,0.4,10.9,10.9,3.669724770642202,93.10819672131147,12.724720965309224
2026-01-21,63.166666666666664,1.3794440467668814,24,24.0,407.0,0.0,0.0,98,108.0,2710,794.0,539.0,,,58,106,43,45,91.71875,,61,2077,2138.0,61.75833333333333,0.8666666666666667,9.829867674858223,4.25,48.20415879017013,3.7,41.965973534971646,9.6,0.7833333333333333,0.016666666666666666,8.816666666666666,8.816666666666666,0.1890359168241966,91.62556053811659,13.319751908396954
2026-01-22,93.5,1.879647856517935,32,95.0,374.0,0.0,0.0,96,241.0,3676,610.0,710.0,,,62,101,42,44,92.52037617554859,,93,2077,2170.0,59.014583333333334,0.6333333333333333,6.229508196721312,5.583333333333333,54.91803278688525,3.95,38.85245901639344,10.016666666666667,-0.14999999999999858,0.13333333333333333,10.166666666666666,10.166666666666666,1.3114754098360655,92.53924914675768,14.244651539708265
2026-01-23,110.26666666666667,6.160895371033166,33,70.0,218.0,46.0,1.0,95,226.0,9144,591.0,514.0,20,,68,182,42,45,93.62162162162163,57.0,683,2077,2760.0,37.91387559808612,0.13333333333333333,1.4084507042253522,5.566666666666666,58.80281690140845,3.7666666666666666,39.7887323943662,9.733333333333333,0.26666666666666666,0.23333333333333334,9.466666666666667,9.466666666666667,2.464788732394366,94.1,14.33863636363638
2026-01-24,56.833333333333336,1.2557911795116519,28,22.0,402.0,0.0,0.0,92,165.0,2468,773.0,589.0,,,60,104,46,48,93.35245901639344,,50,2077,2127.0,51.65,1.05,13.577586206896552,3.6166666666666667,46.76724137931034,3.066666666666667,39.6551724137931,10.183333333333334,2.45,0.0,7.733333333333333,7.733333333333333,0.0,93.0625,14.961551724137937
2026-01-25,53.083333333333336,1.3328412073490814,26,52.0,361.0,0.0,0.0,96,184.0,2619,750.0,597.0,,,58,104,43,45,92.35820895522389,,40,2077,2117.0,70.4125,0.25,2.0,6.733333333333333,53.86666666666666,5.516666666666667,44.13333333333333,11.816666666666666,-0.6833333333333336,0.13333333333333333,12.5,12.5,1.0666666666666667,92.56204379562044,15.345345744680865
2026-01-26,65.83333333333333,1.2918307086614174,31,102.0,228.0,0.0,0.0,96,247.0,2539,774.0,577.0,,,61,111,43,46,91.865,,69,2077,2146.0,53.90208333333333,0.0,0.0,6.9,72.75922671353251,2.5833333333333335,27.240773286467483,9.133333333333333,-0.3500000000000014,0.3333333333333333,9.483333333333333,9.483333333333333,3.5149384885764503,92.07936507936508,13.558277680140595
2026-01-27,64.75,1.1886830907500199,25,42.0,395.0,4.0,3.0,99,154.0,2194,767.0,591.0,,,58,146,41,42,92.07317073170732,,126,2077,2203.0,65.50208333333333,0.7166666666666667,5.818673883626523,8.016666666666667,65.08795669824087,3.5833333333333335,29.093369418132614,10.333333333333334,-1.9833333333333343,0.1,12.316666666666666,12.316666666666666,0.8119079837618403,91.83944954128441,13.423140161725076
2026-01-28,53.25,0.9513192953153583,21,34.0,127.0,3.0,2.0,99,116.0,1869,757.0,277.0,,,56,129,41,42,,,113,1586,1699.0,69.00272479564033,0.45,4.128440366972478,6.4,58.71559633027523,4.05,37.15596330275229,12.8,1.9,0.016666666666666666,10.9,10.9,0.1529051987767584,,13.94464012251148
2026-01-29,0.0,0.0,-2,,,0.0,0.0,,,0,,,,,,,,,,,0,2077,2077.0,,,,,,,,,,,,,,,
2026-01-30,158.23333333333332,6.088194941541398,63,206.0,80.0,39.0,3.0,98,220.0,10583,63.0,506.0,20,,82,168,56,49,92.65517241379311,57.0,699,2077,2776.0,23.31764705882353,,,,,,,,,,,,,,
2026-01-31,66.58333333333333,1.2694613457408732,31,74.0,378.0,0.0,0.0,98,169.0,2495,734.0,621.0,,,62,120,46,49,91.5,,102,2077,2179.0,29.616666666666667,0.5,3.865979381443299,9.083333333333334,70.23195876288659,3.35,25.902061855670105,11.7,-1.2333333333333343,0.23333333333333334,12.933333333333334,12.933333333333334,1.804123711340206,91.54010695187166,14.60065384615384
2026-02-01,104.83333333333333,1.912580529706514,27,41.0,433.0,0.0,0.0,99,149.0,3744,700.0,623.0,,,60,117,38,43,93.03555555555556,,113,2077,2190.0,53.97083333333333,0.1,0.9404388714733543,7.583333333333333,71.31661442006269,2.95,27.74294670846395,9.916666666666666,-0.716666666666665,0.11666666666666667,10.633333333333333,10.633333333333333,1.09717868338558,93.07456140350877,14.530000000000014
2026-02-02,142.03333333333333,6.721372186431242,33,102.0,286.0,38.0,3.0,99,220.0,9769,623.0,608.0,20,,68,194,43,44,93.63294797687861,57.0,683,2077,2760.0,45.172916666666666,0.8833333333333333,9.869646182495345,5.116666666666666,57.16945996275605,2.95,32.960893854748605,9.883333333333333,0.9333333333333333,0.16666666666666666,8.95,8.95,1.86219739292365,93.60725075528701,14.82243542435424
2026-02-03,151.51666666666668,8.65818619263501,33,137.0,233.0,96.0,1.0,99,208.0,13131,646.0,578.0,20,,70,187,47,49,91.76303317535545,57.0,1353,2077,3430.0,50.64570230607966,1.2,14.784394250513348,4.35,53.59342915811089,2.566666666666667,31.622176591375773,8.166666666666666,0.05,0.0,8.116666666666667,8.116666666666667,0.0,91.15966386554622,15.327905544147834
2026-02-04,42.0,1.0600592539568918,25,45.0,162.0,0.0,0.0,88,116.0,2075,649.0,323.0,,,59,102,42,46,,,36,1498,1534.0,62.39769452449568,1.45,13.221884498480243,6.066666666666666,55.319148936170215,3.45,31.458966565349545,11.266666666666667,0.3,0.13333333333333333,10.966666666666667,10.966666666666667,1.21580547112462,,15.382361963190188
2026-02-05,85.31666666666666,10.270023065298655,-2,,,83.0,1.0,,,14363,,,20,,171,186,80,51,,57.0,1107,1551,2658.0,37.06896551724138,,,,,,,,,,,,,,
2026-02-06,0.0,0.0,-2,,,0.0,0.0,,,0,,,,,,,,,,,0,2077,2077.0,,,,,,,,,,,,,,,
2026-02-07,109.16666666666667,10.399889644476259,67,72.0,28.0,86.0,3.0,94,127.0,15262,8.0,227.0,20,,97,172,67,51,92.0,57.0,1066,2077,3143.0,34.37692307692308,,,,,,,,,,,,,,
2026-02-08,62.38333333333333,1.2116738248628012,36,107.0,327.0,0.0,0.0,97,296.0,2381,640.0,730.0,,,64,111,46,48,93.55913978494624,,83,2077,2160.0,50.385416666666664,0.5,4.909983633387888,6.133333333333334,60.2291325695581,3.55,34.86088379705401,8.8,-1.3833333333333329,0.55,10.183333333333334,10.183333333333334,5.400981996726677,94.22222222222223,14.758317307692305
2026-02-09,163.16666666666666,7.1594388769585615,38,285.0,130.0,44.0,13.0,99,200.0,11657,617.0,615.0,20,,70,192,43,45,88.79661016949153,57.0,836,2077,2913.0,53.37916666666667,0.3333333333333333,3.3112582781456954,6.133333333333334,60.9271523178808,3.6,35.76158940397351,10.8,0.7333333333333333,0.16666666666666666,10.066666666666666,10.066666666666666,1.6556291390728477,88.66336633663366,14.437356321839081
2026-02-10,76.45,1.7124990058060923,26,40.0,346.0,0.0,0.0,98,148.0,3337,788.0,534.0,,,60,115,43,44,91.63101604278074,,75,2077,2152.0,52.33125,0.0,0.0,7.516666666666667,68.33333333333333,3.4833333333333334,31.666666666666664,10.816666666666666,-0.18333333333333357,0.21666666666666667,11.0,11.0,1.9696969696969695,91.60103626943005,15.102738275340368
2026-02-11,111.56666666666666,5.729042392428219,24,40.0,231.0,31.0,3.0,94,109.0,8762,821.0,380.0,20,,62,176,42,43,90.86666666666666,57.0,497,2077,2574.0,64.2375,0.65,7.24907063197026,4.45,49.628252788104085,3.8666666666666667,43.12267657992565,10.383333333333333,1.4166666666666667,0.016666666666666666,8.966666666666667,8.966666666666667,0.18587360594795538,,14.4956156716418
2026-02-12,195.96666666666667,8.247459834566133,32,173.0,195.0,53.0,7.0,99,169.0,13191,686.0,537.0,20,,68,170,41,47,92.6015625,57.0,851,2077,2928.0,59.30625,0.26666666666666666,2.3529411764705883,7.366666666666666,65.0,3.7,32.64705882352941,10.15,-1.1833333333333336,0.45,11.333333333333334,11.333333333333334,3.9705882352941173,92.50373134328358,14.365615050651218
2026-02-13,111.46666666666667,2.547000516980832,25,26.0,282.0,0.0,0.0,95,126.0,5005,835.0,434.0,,,60,106,43,47,93.87226277372262,,87,2077,2164.0,49.50416666666667,1.0,13.986013986013987,3.6666666666666665,51.28205128205128,2.4833333333333334,34.731934731934736,11.166666666666666,4.016666666666667,0.016666666666666666,7.15,7.15,0.2331002331002331,95.45810055865921,14.102581395348848
2026-02-14,45.5,0.8425793366738248,15,12.0,97.0,0.0,0.0,90,51.0,1645,784.0,160.0,,,52,89,41,42,93.33018867924528,,16,2077,2093.0,77.5680473372781,0.7166666666666667,8.8659793814433,3.9833333333333334,49.27835051546392,3.3833333333333333,41.855670103092784,9.533333333333333,1.45,0.0,8.083333333333334,8.083333333333334,0.0,93.55421686746988,14.453134020618558
2026-02-15,117.2,5.476765688379861,57,170.0,90.0,29.0,5.0,96,190.0,9487,101.0,450.0,20,,77,153,44,49,93.0,57.0,457,2077,2534.0,35.22127659574468,,,,,,,,,,,,,,
2026-02-16,217.7,7.834247991728306,35,211.0,125.0,47.0,8.0,96,169.0,14089,676.0,505.0,20,,68,168,40,44,92.86702127659575,57.0,767,2077,2844.0,46.108333333333334,0.95,8.558558558558559,6.65,59.909909909909906,3.5,31.53153153153153,9.933333333333334,-1.1666666666666679,0.7,11.1,11.1,6.306306306306306,92.90163934426229,14.861248185776478
2026-02-17,127.3,4.718071462658076,23,40.0,253.0,27.0,5.0,97,101.0,8285,851.0,394.0,20,,61,160,41,42,90.12587412587412,57.0,439,2077,2516.0,52.29375,0.0,0.0,5.5,62.14689265536724,3.35,37.85310734463277,10.35,1.5,0.016666666666666666,8.85,8.85,0.18832391713747645,90.86274509803921,15.709297912713474
2026-02-18,227.11666666666667,10.68137079455977,41,333.0,134.0,69.0,10.0,98,107.0,17799,563.0,574.0,20,,74,182,40,46,93.58823529411765,57.0,1188,2077,3265.0,44.30625,0.6,9.35064935064935,4.066666666666666,63.37662337662338,1.75,27.27272727272727,9.583333333333334,3.1666666666666665,0.08333333333333333,6.416666666666667,6.416666666666667,1.2987012987012987,93.1048951048951,14.51387596899226
2026-02-19,162.95,5.413385826771654,28,74.0,181.0,30.0,4.0,99,159.0,9081,732.0,414.0,20,,67,169,43,47,92.39007092198581,57.0,550,2077,2627.0,48.208333333333336,1.1333333333333333,13.385826771653544,4.183333333333334,49.40944881889764,3.15,37.20472440944882,9.416666666666666,0.95,0.016666666666666666,8.466666666666667,8.466666666666667,0.19685039370078738,92.224,15.924507874015749
2026-02-20,166.36666666666667,7.037028752087807,34,133.0,301.0,39.0,5.0,98,211.0,10855,595.0,645.0,20,,68,192,44,46,91.73728813559322,57.0,709,2077,2786.0,53.25416666666667,0.0,0.0,5.516666666666667,55.91216216216216,4.35,44.08783783783784,7.333333333333333,-2.533333333333335,0.38333333333333336,9.866666666666667,9.866666666666667,3.885135135135135,91.53703703703704,15.705016556291381
2026-02-21,120.18333333333334,7.279363517060367,24,37.0,327.0,57.0,0.0,97,99.0,11144,782.0,463.0,20,,64,171,45,47,93.79591836734694,57.0,796,2077,2873.0,59.18958333333333,0.4166666666666667,4.288164665523156,6.183333333333334,63.63636363636363,3.1166666666666667,32.075471698113205,10.566666666666666,0.85,0.3333333333333333,9.716666666666667,9.716666666666667,3.430531732418525,93.56031128404669,13.490959595959598
2026-02-22,143.05,3.2659269863994274,25,53.0,297.0,0.0,2.0,96,105.0,6519,723.0,455.0,,,62,111,44,46,93.51834862385321,,163,2077,2240.0,60.572916666666664,0.7666666666666667,9.126984126984127,5.25,62.5,2.3833333333333333,28.373015873015873,9.383333333333333,0.9833333333333333,0.0,8.4,8.4,0.0,93.52896725440806,14.22621031746032
2026-02-23,158.5,6.298839775709855,27,75.0,272.0,39.0,6.0,93,133.0,11529,783.0,480.0,,,62,146,40,44,93.54545454545455,,552,2077,2629.0,63.12916666666667,0.8,7.453416149068323,6.333333333333333,59.006211180124225,3.6,33.54037267080746,10.216666666666667,-0.5166666666666657,0.3333333333333333,10.733333333333333,10.733333333333333,3.1055900621118013,93.72592592592592,14.968685015290514
2026-02-24,150.5,3.892890519366897,20,26.0,229.0,0.0,0.0,91,90.0,7649,940.0,345.0,,,56,94,41,43,90.51834862385321,,164,2077,2241.0,69.76666666666667,0.38333333333333336,4.09982174688057,5.183333333333334,55.43672014260249,3.783333333333333,40.46345811051694,9.783333333333333,0.43333333333333335,0.08333333333333333,9.35,9.35,0.8912655971479502,90.59808612440192,13.866690265486728
2026-02-25,140.88333333333333,10.31786864710093,37,202.0,230.0,66.0,4.0,99,206.0,13704,569.0,638.0,20,,72,186,42,45,93.33179723502305,57.0,1142,2077,3219.0,51.354166666666664,0.65,7.330827067669173,5.25,59.210526315789465,2.966666666666667,33.45864661654135,9.016666666666667,0.15,0.13333333333333333,8.866666666666667,8.866666666666667,1.5037593984962405,93.34722222222223,15.54118421052633
2026-02-26,66.66666666666667,1.540379185556351,27,21.0,318.0,0.0,0.0,97,95.0,3027,827.0,434.0,,,61,117,48,49,90.64583333333333,,79,2077,2156.0,34.18362831858407,0.1,1.1494252873563218,5.45,62.643678160919535,3.15,36.206896551724135,9.466666666666667,0.7666666666666667,0.5166666666666667,8.7,8.7,5.938697318007663,90.77272727272727,16.364257246376813
2026-02-27,45.5,3.263441501630478,46,15.0,56.0,22.0,4.0,90,78.0,4262,48.0,149.0,20,,75,190,45,50,,57.0,352,2077,2429.0,25.439655172413794,,,,,,,,,,,,,,
2026-02-28,136.88333333333333,5.82908315437843,27,9.0,311.0,29.0,11.0,87,101.0,10808,547.0,421.0,,,67,146,45,47,90.0,,448,2077,2525.0,34.36604774535809,3.066666666666667,32.33743409490334,6.416666666666667,67.66256590509666,0.0,0.0,12.983333333333333,3.5,0.0,9.483333333333333,9.483333333333333,0.0,,14.831368421052623
2026-03-01,201.26666666666668,7.978406108327368,33,214.0,98.0,39.0,30.0,99,130.0,14820,658.0,442.0,20,,69,151,38,45,90.51801801801801,57.0,689,2077,2766.0,57.50416666666667,0.9,10.018552875695732,4.516666666666667,50.278293135435995,3.566666666666667,39.70315398886827,11.333333333333334,2.35,0.0,8.983333333333333,8.983333333333333,0.0,90.92441860465117,15.136567717996298
2026-03-02,260.21666666666664,8.594806331026803,30,56.0,261.0,48.0,12.0,93,152.0,15734,650.0,469.0,,,68,159,47,50,91.43434343434343,,716,2077,2793.0,43.641666666666666,0.6,5.687203791469194,6.266666666666667,59.3996840442338,3.683333333333333,34.913112164297,10.183333333333334,-0.36666666666666714,0.65,10.55,10.55,6.161137440758294,91.52941176470588,15.598575851393194
2026-03-03,160.88333333333333,7.153846536228426,24,39.0,258.0,52.0,11.0,91,134.0,12817,742.0,431.0,20,,65,149,43,45,92.62701612903226,57.0,661,2077,2738.0,59.077083333333334,1.0166666666666666,12.734864300626306,3.9166666666666665,49.06054279749478,3.05,38.20459290187891,9.133333333333333,1.15,0.016666666666666666,7.983333333333333,7.983333333333333,0.20876826722338201,92.68526785714286,14.861189979123166
2026-03-04,236.3,8.823470929770142,30,110.0,241.0,29.0,3.0,97,195.0,14563,644.0,546.0,20,,64,185,41,42,93.58100558659218,57.0,633,2077,2710.0,61.6875,0.0,0.0,4.666666666666667,50.35971223021583,4.6,49.64028776978417,8.683333333333334,-0.5833333333333321,0.35,9.266666666666667,9.266666666666667,3.776978417266187,93.4601226993865,14.59768959435625
2026-03-05,193.85,3.973668774357751,32,84.0,304.0,0.0,0.0,99,227.0,7808,588.0,615.0,,,63,126,42,44,92.91549295774648,,207,2077,2284.0,55.202083333333334,0.31666666666666665,3.486238532110092,5.333333333333333,58.71559633027523,3.433333333333333,37.79816513761468,8.616666666666667,-0.466666666666665,0.18333333333333332,9.083333333333334,9.083333333333334,2.0183486238532113,92.98648648648648,14.047650273224045
2026-03-06,153.98333333333332,6.676012089397916,27,91.0,207.0,31.0,2.0,96,145.0,10174,786.0,443.0,20,,63,187,42,44,91.44198895027624,57.0,645,2077,2722.0,59.295833333333334,0.7666666666666667,8.487084870848708,4.716666666666667,52.2140221402214,3.55,39.29889298892989,11.683333333333334,2.65,0.2833333333333333,9.033333333333333,9.033333333333333,3.136531365313653,90.56557377049181,15.617356115107906
2026-03-07,152.3,9.314975542829874,27,61.0,283.0,61.0,3.0,94,156.0,14621,685.0,500.0,20,,66,179,43,45,90.06204379562044,57.0,838,2077,2915.0,58.37605042016807,0.9333333333333333,10.37037037037037,5.55,61.66666666666667,2.5166666666666666,27.962962962962962,11.066666666666666,2.066666666666667,0.06666666666666667,9.0,9.0,0.7407407407407408,89.7433628318584,14.285322283609567
2026-03-08,72.0,1.4136194623399347,18,7.0,200.0,0.0,0.0,81,33.0,2778,1028.0,240.0,,,54,88,39,43,91.65027322404372,,25,1990,2015.0,59.004347826086956,0.26666666666666666,3.7735849056603774,4.116666666666666,58.25471698113207,2.683333333333333,37.971698113207545,11.416666666666666,4.35,0.13333333333333333,7.066666666666666,7.066666666666666,1.8867924528301887,91.8688524590164,14.047819025522054
2026-03-09,223.4,12.117359619820249,24,69.0,197.0,91.0,34.0,93,104.0,21444,653.0,370.0,20,,67,161,40,43,93.03703703703704,57.0,1069,2077,3146.0,68.09791666666666,1.0,10.60070671378092,5.016666666666667,53.18021201413428,3.4166666666666665,36.21908127208481,9.3,-0.13333333333333286,0.23333333333333334,9.433333333333334,9.433333333333334,2.4734982332155475,92.7741935483871,12.388975694444452
2026-03-10,146.95,7.750984251968504,27,77.0,192.0,42.0,2.0,95,104.0,12260,814.0,373.0,20,,63,174,44,46,93.29411764705883,58.0,658,2077,2735.0,54.24791666666667,1.25,12.31527093596059,5.166666666666667,50.90311986863711,3.7333333333333334,36.7816091954023,11.516666666666667,1.3666666666666667,0.0,10.15,10.15,0.0,93.26775956284153,15.35325082508251
2026-03-11,206.0,16.018327964686232,30,88.0,243.0,86.0,5.0,99,100.0,23700,715.0,431.0,20,,71,175,44,47,90.9601593625498,58.0,1446,2077,3523.0,53.041666666666664,1.0,9.06344410876133,5.683333333333334,51.51057401812689,4.35,39.42598187311178,10.95,-0.08333333333333215,0.25,11.033333333333333,11.033333333333333,2.2658610271903323,90.96078431372548,14.697991004497744
2026-03-12,158.5,3.9954167660860573,21,13.0,291.0,0.0,0.0,88,54.0,7837,931.0,358.0,,,58,94,42,45,92.14285714285714,,164,2077,2241.0,48.735416666666666,1.1666666666666667,20.64896755162242,3.3333333333333335,58.99705014749262,1.15,20.353982300884958,9.4,3.75,0.03333333333333333,5.65,5.65,0.5899705014749262,92.10144927536231,15.367455621301785
2026-03-13,63.65,1.6348276067764256,13,9.0,42.0,0.0,0.0,87,15.0,3212,995.0,66.0,,,57,96,38,43,93.6,,76,2077,2153.0,66.65425531914893,0.55,5.180533751962323,6.5,61.224489795918366,3.566666666666667,33.594976452119305,10.05,-0.5666666666666664,0.6,10.616666666666667,10.616666666666667,5.651491365777081,96.67272727272727,14.75371601208461
2026-03-14,169.06666666666666,8.423929253161536,40,44.0,599.0,52.0,10.0,93,294.0,14321,267.0,937.0,20,,70,163,47,49,92.26690391459074,58.0,689,2077,2766.0,36.16041666666667,1.6166666666666667,26.287262872628723,2.933333333333333,47.696476964769644,1.6,26.01626016260163,8.766666666666667,2.6166666666666667,0.016666666666666666,6.15,6.15,0.27100271002710025,92.21256038647343,15.506702702702702
2026-03-15,48.416666666666664,0.8139962618309075,22,10.0,216.0,0.0,0.0,92,73.0,1599,1076.0,299.0,,,58,98,41,48,93.10486891385767,,20,2077,2097.0,48.34583333333333,0.95,15.833333333333332,3.3333333333333335,55.55555555555556,1.7166666666666666,28.61111111111111,6.583333333333333,0.5833333333333334,0.0,6.0,6.0,0.0,92.83417085427136,15.26659154929578
2026-03-16,146.76666666666668,8.048621053050187,32,154.0,180.0,51.0,2.0,95,240.0,12910,640.0,574.0,20,,65,162,41,42,95.11242603550296,58.0,783,2077,2860.0,60.82241014799154,0.4666666666666667,4.761904761904762,5.55,56.63265306122449,3.783333333333333,38.605442176870746,10.816666666666666,1.0166666666666666,0.0,9.8,9.8,0.0,95.76351351351352,14.17565587734242
2026-03-17,147.98333333333332,8.754498727431798,37,115.0,265.0,50.0,2.0,96,242.0,14130,581.0,622.0,20,,68,171,45,46,94.05952380952381,58.0,776,2077,2853.0,40.96041666666667,1.1166666666666667,12.27106227106227,5.416666666666667,59.523809523809526,2.566666666666667,28.205128205128204,10.1,1.0,0.36666666666666664,9.1,9.1,4.029304029304029,94.0375,15.146518650088803
